source_id,calories_kcal,proteines_g,glucides_g,lipides_g,fibres_g,sucres_g,ag_satures_g,ag_monoinsatures_g,ag_polyinsatures_g,cholesterol_mg,calcium_mg,fer_mg,magnesium_mg,phosphore_mg,potassium_mg,sodium_mg,zinc_mg,cuivre_mg,selenium_ug,iode_ug,vitamine_a_ug,beta_carotene_ug,vitamine_d_ug,vitamine_e_mg,vitamine_k_ug,vitamine_c_mg,vitamine_b1_mg,vitamine_b2_mg,vitamine_b3_mg,vitamine_b5_mg,vitamine_b6_mg,vitamine_b9_ug,vitamine_b12_ug
20534,318.5,36.2,21.5,9.74,3.28,,,,,,0.32,,,,,,,,176.0,1.02,1.16,3.94,2.44,,,,,0.008,0.013,0.74,,4.36,
20536,63.8,7.5,7.95,0.22,0.022,2.15,,,,,,,,,,,,0.83,,,0.1,,,,,,,,,,,,
20537,146.0,9.32,25.6,0.7,0.78,0.4,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,
20541,121.9,14.9,14.9,0.3,0.038,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20501,268.0,19.1,43.9,1.78,4.05,1.92,,,,,0.013,,,,,,,,183.0,0.73,0.22,0.074,0.36,,,,,,0.001,0.21,47.0,7.97,0.6
20504,316.1,25.4,50.6,1.34,2.54,1.25,,,0.18,,0.012,,,,,,,,45.4,0.71,0.13,0.19,0.53,,,,,,0.0025,0.11,64.0,6.51,0.7
20515,312.2,22.8,52.0,1.44,2.64,2.75,0.15,0.1,0.1,,0.03,0.13,0.62,0.19,0.00021,0.00021,0.00021,,37.4,0.75,0.23,0.22,0.75,,,,,0.0025,0.0017,0.2,56.0,5.16,0.5
20516,324.6,20.5,47.5,5.85,2.79,6.5,0.2,0.2,0.2,,0.079,0.1,2.03,1.02,0.0018,0.00092,0.00092,,90.5,0.71,0.55,1.34,2.67,,,,,,0.0082,0.46,60.0,5.36,0.6
20518,251.4,26.1,33.3,1.53,3.08,5.7,,,,,0.031,,,,,,,,103.0,0.82,0.25,0.3,0.63,,,,,0.004,0.002,0.2,,6.7,
20525,283.9,22.5,46.1,1.06,3.37,2.1,,,,,0.018,,,,,,,,83.0,0.7,0.15,0.082,0.59,,,,,,,0.14,,6.69,1.9
20530,301.2,24.5,47.6,1.42,3.33,,,,,,0.063,0.028,0.37,0.13,,,,,113.0,0.96,0.24,0.13,0.73,,,,,,,0.17,,7.16,
20535,297.6,27.7,44.9,0.8,2.35,1.29,0.2,0.2,0.2,,0.028,0.09,0.28,0.23,0.01,0.01,0.01,,29.0,0.82,0.14,0.23,0.37,0.01,0.01,0.01,0.01,0.01,0.0093,0.1,78.2,6.3,20.0
20539,268.2,19.1,42.1,2.6,4.41,,,,,,0.037,1.02,0.47,0.19,0.001,0.001,0.001,0.7,,0.68,0.35,0.24,1.49,0.001,0.001,0.001,0.001,0.001,0.0021,0.27,38.6,7.3,20.0
20585,294.6,25.1,44.5,1.8,2.74,1.1,0.2,0.2,0.2,,0.03,0.21,0.73,0.42,0.01,0.01,0.01,,64.0,0.6,0.24,0.45,0.95,0.01,0.01,0.01,0.01,0.01,0.01,0.19,81.0,6.3,20.0
20586,314.7,26.1,48.3,1.9,2.8,1.4,0.2,0.2,0.2,,0.05,0.21,0.72,0.48,0.01,0.01,0.01,,54.0,0.79,0.32,0.52,0.94,0.01,0.01,0.01,0.01,0.01,0.02,0.25,75.2,7.4,20.0
13000,45.9,0.81,9.01,0.5,0.66,6.7,2.0,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,15.0,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.19,20.0
13002,54.4,0.5,11.7,0.5,0.31,10.5,1.8,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,8.0,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,21.6,0.17,20.0
13005,90.5,1.06,19.7,0.5,0.79,15.6,3.9,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,5.1,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,79.8,0.2,20.0
13007,51.8,1.33,9.68,0.86,0.88,9.68,4.24,,,,0.014,0.15,0.3,0.071,,,,,57.1,0.093,0.14,0.071,0.46,,,,,,,0.12,,1.17,1.5
13008,55.7,0.81,13.0,0.3,0.37,10.0,5.4,0.2,0.2,2.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,9.9,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.17,20.0
13009,27.6,0.5,1.56,0.5,0.38,0.8,0.4,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,11.0,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.15,20.0
13010,56.5,0.51,13.4,0.1,0.4,6.3,,,,,0.0015,,0.036,0.027,,,,,11.0,0.13,0.0085,0.032,0.043,,,,,,,0.006,,0.7,0.4
13012,69.4,1.19,13.5,0.5,0.56,12.2,6.0,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,57.0,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.27,20.0
13014,38.6,0.63,6.03,0.5,0.47,5.6,2.3,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,18.0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.19,20.0
13015,49.2,1.19,5.83,0.8,0.35,5.4,2.1,0.2,0.2,0.5,0.04,0.16,0.27,0.16,0.01,0.01,0.01,,16.0,0.04,0.13,0.16,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.08,20.0,0.4,20.0
13016,101.0,2.13,10.9,3.0,0.54,8.5,2.4,0.2,0.2,0.5,0.1,0.17,1.65,0.39,0.01,0.01,0.01,,8.1,0.15,0.54,0.49,1.82,0.01,0.01,0.01,0.01,0.01,0.01,0.44,20.0,0.56,20.0
13018,80.6,1.44,14.3,1.2,0.47,13.3,6.2,0.2,0.2,0.5,0.02,0.01,0.08,0.07,0.01,,0.01,,9.5,0.11,0.07,0.07,0.96,0.01,0.01,0.01,0.01,0.01,0.01,0.05,44.1,0.17,20.0
13019,68.5,1.56,7.06,0.7,0.68,6.63,2.77,0.1,0.1,0.5,0.03,0.14,0.22,0.11,0.01,0.01,0.01,,38.0,0.09,0.21,0.11,0.38,0.01,0.01,0.01,0.01,0.01,0.01,0.15,20.0,0.35,20.0
13020,27.8,0.75,4.88,0.59,0.47,,,,,,0.011,0.12,0.17,0.059,,,,,25.4,0.063,0.058,0.059,0.31,,,,,,,0.045,,0.33,0.3
13021,60.5,0.88,11.0,0.6,0.57,8.9,3.8,0.2,0.2,0.5,0.04,0.18,0.07,0.14,0.01,0.01,0.01,,29.0,0.15,0.13,0.16,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.09,34.7,0.16,20.0
13023,81.0,1.13,16.1,0.5,0.43,15.7,7.6,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,3.6,0.2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.26,20.0
13024,47.3,0.81,9.17,0.5,0.35,8.6,1.4,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,23.0,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.09,20.0
13025,73.9,0.63,14.3,0.5,0.3,12.9,1.0,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,12.0,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,21.8,0.09,20.0
13026,62.7,1.13,14.8,0.5,1.38,10.6,1.49,0.2,0.2,4.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,11.0,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,25.8,0.21,20.0
13027,76.9,0.63,18.0,0.5,0.82,13.3,3.8,0.2,0.2,2.7,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,11.0,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.13,20.0
13028,57.7,0.87,10.6,0.33,0.24,9.96,4.88,,,0.014,0.005,,,,,,,,6.0,0.057,0.028,0.047,0.15,,,,,,,0.017,,0.28,0.5
13029,47.3,1.13,6.53,0.7,0.52,6.1,2.99,0.2,0.2,0.5,0.02,0.08,0.35,0.15,0.01,0.01,0.01,,31.0,0.07,0.07,0.15,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.05,20.0,0.4,20.0
13030,43.0,1.16,8.9,0.31,0.49,7.89,1.57,,,0.08,0.002,,,,,,,,3.38,0.078,0.025,0.088,0.11,,,,,,,0.023,,0.28,0.3
13034,45.5,0.75,8.03,0.5,0.38,7.6,2.0,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,66.0,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.57,20.0
13035,42.2,0.75,8.53,0.3,0.37,8.1,4.0,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,22.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,63.0,0.16,20.0
13036,38.9,0.69,8.33,0.5,0.29,7.9,1.8,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,6.0,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.16,20.0
13037,48.0,0.49,10.9,0.27,0.39,9.01,2.0,,,1.89,0.0093,0.015,0.1,0.017,,,,,6.46,0.071,0.067,0.057,0.12,,,,,,0.00022,0.048,61.0,0.072,0.4
13039,49.6,0.25,11.6,0.25,0.56,9.35,2.01,,,,0.011,0.0067,0.062,0.01,,,,,5.34,0.041,0.052,0.01,0.15,,,,,,0.0008,0.031,61.0,0.099,0.2
13040,39.8,0.5,8.02,0.5,0.28,6.6,1.9,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,14.0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.06,20.0
13041,71.3,0.94,16.4,0.5,0.62,10.4,4.0,0.2,0.2,2.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.22,13.0,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.16,20.0
13043,43.3,1.08,9.0,0.33,0.42,8.16,1.39,,0.075,0.84,0.0029,0.0031,0.12,0.096,,,,,7.32,0.075,0.027,0.096,0.12,,,,,,,0.024,,0.15,0.3
13044,73.4,0.75,16.6,0.5,0.44,15.5,7.0,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13,12.0,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.2,20.0
13045,68.5,0.63,15.6,0.4,0.4,15.0,7.4,,,0.2,0.015,0.027,0.09,0.016,,,,,8.98,0.078,0.13,0.016,0.12,,,,,,0.003,0.11,,0.2,0.4
13047,11.1,0.78,1.47,0.23,1.12,1.47,0.8,,,,0.005,0.029,0.089,0.016,,,,,129.0,0.039,0.053,0.023,0.12,,,,,,0.001,0.046,,0.28,0.3
13050,45.0,0.27,10.7,0.13,0.17,10.1,3.25,,,0.59,0.002,,,,,,,,5.0,0.031,0.021,0.005,0.037,,,,,,,0.017,,0.07,0.1
13054,23.1,1.15,3.9,0.32,0.51,3.9,,,,,0.008,,,,,,,,3.0,0.14,0.019,0.03,0.18,,,,,,,0.011,,0.08,0.4
13056,74.2,1.72,15.4,0.64,0.63,12.9,5.93,,,,0.05,0.16,0.028,0.021,,,,,9.0,0.069,0.23,0.055,0.19,,,,,,0.012,0.1,,0.29,0.4
13061,39.4,0.71,8.2,0.42,0.38,8.2,2.32,,,,0.014,0.029,0.11,0.056,,,,,17.0,0.036,0.1,0.056,0.14,0.004,,,,,0.003,0.075,,0.14,
13063,28.3,0.37,6.0,0.31,1.6,1.02,0.44,,,,,,,,,,,,118.0,0.019,0.01,0.01,0.04,,,,,,,,,0.25,1.5
13066,68.6,0.88,14.3,0.3,0.39,13.9,7.5,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,6.9,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,33.0,0.06,20.0
13067,40.2,1.13,3.14,0.3,0.44,2.1,0.8,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,57.0,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.2,20.0
13071,41.7,1.44,8.1,0.39,0.69,8.1,,,,,0.02,,,,,,,,39.0,0.06,0.027,0.041,0.21,,,,,,,0.006,,1.85,0.4
13077,84.5,0.65,20.0,0.21,0.23,,,,,,,,,,,,,,22.0,0.066,,,,,,,,,,,,0.35,
13080,245.6,2.65,57.4,0.6,2.7,38.8,,,,,0.057,,0.052,0.16,,,,,74.0,0.086,0.24,0.17,0.056,,,,,,0.0065,0.16,,2.8,
13083,49.0,1.59,9.02,0.73,0.95,8.92,1.3,,,,0.019,0.059,0.15,0.043,,,,,14.0,0.23,0.21,0.067,0.31,,,,,,0.015,0.17,,0.26,0.71
13085,48.9,0.4,11.6,0.1,0.18,11.0,,,,0.59,,,,,,,,,3.59,0.035,,,,,,,,,,,,0.14,1.12
13086,54.9,0.5,11.7,0.5,0.25,11.3,1.6,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,2.8,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.06,20.0
13100,44.9,0.66,9.92,0.29,0.49,9.92,4.7,,0.08,,0.0085,0.035,0.07,0.017,,,,,7.29,0.06,0.038,0.076,0.1,,,,,,,0.029,,0.16,0.4
13101,79.1,0.75,16.9,0.5,0.48,16.5,8.1,0.2,0.2,0.5,0.037,0.01,0.23,0.13,0.01,0.01,0.01,,16.0,0.08,0.12,0.13,0.23,0.01,0.01,0.01,0.01,0.01,0.01,0.083,20.0,0.14,20.0
13107,43.7,0.3,10.4,0.1,0.19,10.4,,,,,,,,,,,,0.02,11.0,0.06,,,,,,,,,,,,0.2,1.0
13110,49.1,1.1,10.5,0.3,0.4,8.49,4.18,,,,0.016,,,,,,,,16.0,0.1,0.084,0.082,0.09,,,,,,0.002,0.048,,0.32,
13112,67.1,0.72,15.7,0.16,0.48,15.5,7.2,,,0.2,0.006,,,,,,,,10.0,0.13,0.054,0.007,0.048,,,,,,0.001,0.046,,0.36,0.75
13113,34.6,0.75,7.6,0.13,0.24,4.04,3.28,,,,0.002,,,,,,,,11.0,0.061,0.011,0.018,0.055,,,,,,,0.006,,0.44,0.15
13121,53.9,0.5,11.4,0.5,0.25,10.6,1.9,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,3.2,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.08,20.0
13122,51.5,0.5,10.7,0.5,0.25,10.1,1.6,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,3.2,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.06,20.0
13125,29.8,1.38,5.4,0.3,0.6,4.17,,,,,0.002,0.028,0.067,0.011,,,,,134.0,0.092,0.042,0.012,0.096,,,,,,0.001,0.038,,0.9,
13126,52.7,0.64,11.4,0.5,0.62,,3.15,,,,0.006,0.12,0.15,0.029,,,,,42.7,0.062,0.028,0.055,0.27,,,,,,,0.022,,1.25,2.5
13132,42.2,0.68,8.9,0.43,0.18,8.9,,,,,0.0065,,,,,,,,10.0,0.035,0.032,0.055,0.17,,,,,,,0.019,,0.39,
13134,49.0,0.5,11.4,0.15,0.72,11.2,,,,,,,,,,,,0.03,14.5,0.071,,0.014,0.061,,,,,,,,,0.29,1.18
13136,37.6,1.16,6.43,0.8,0.5,6.03,0.75,,,,0.0089,0.24,0.28,0.061,,,,,29.9,0.11,0.062,0.061,0.52,,,,,,,0.053,,0.78,0.4
13148,51.3,0.69,11.3,0.5,0.44,8.8,1.0,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,4.8,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.13,20.0
13149,51.8,0.81,11.4,0.5,0.59,8.9,1.1,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,5.0,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.13,20.0
13150,51.5,1.22,10.7,0.42,0.51,,,,,,0.002,,,,,,,,29.0,0.12,0.015,0.041,0.25,,,,,,,0.01,,0.8,
13179,32.9,0.69,7.31,0.1,0.33,7.31,1.59,,0.11,,0.001,,,,,,,,12.0,0.05,0.014,0.013,0.024,,,,,,,0.012,,0.06,
13180,29.1,0.77,6.2,0.14,0.36,6.2,1.45,,,,0.002,,,,,,,,22.0,0.032,0.021,0.02,0.036,,,,,,,0.018,,0.08,
13188,53.1,0.5,11.4,0.5,0.25,9.4,1.2,0.2,0.2,1.8,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,3.9,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.09,20.0
13189,54.1,0.5,11.5,0.5,0.25,9.4,1.0,0.2,0.2,1.9,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,6.1,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.07,20.0
13190,51.8,0.5,11.2,0.5,0.25,10.8,1.3,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,4.0,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.06,20.0
13191,54.5,0.5,11.9,0.5,0.25,11.1,1.1,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,3.6,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.06,20.0
13192,60.1,0.5,12.8,0.5,0.25,12.3,1.1,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,2.8,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.07,20.0
13193,47.2,0.69,9.48,0.5,0.43,8.7,0.8,0.2,0.2,0.6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,4.1,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.11,20.0
13194,46.1,0.63,9.63,0.5,0.44,7.8,0.7,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,3.9,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.12,20.0
13195,46.3,0.69,9.8,0.5,0.29,7.6,0.9,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,4.2,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.11,20.0
13529,147.1,1.47,23.3,5.33,1.12,,,,,,,,,,,,,,6.0,0.21,,,,,,,,,,,,0.43,
13549,55.3,1.57,9.6,1.18,0.51,9.36,2.2,,,,0.007,0.081,0.21,0.27,,,,,65.5,0.095,0.17,0.27,0.3,,,,,,0.007,0.16,,0.67,
13552,62.1,1.31,14.0,0.1,0.7,,,,,,,,,,,,,,1.0,0.17,,,,,,,,,,,,0.13,
13614,37.9,0.76,8.62,0.04,0.48,,,,,,,,,,,,,,4.0,0.048,,,,,,,,,,,,0.11,
13620,57.1,0.5,12.8,0.5,0.25,11.5,1.4,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,4.0,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.07,20.0
13621,90.1,0.69,20.0,0.5,0.45,19.6,9.8,0.2,0.2,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,13.0,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.22,20.0
13742,21.1,0.58,4.3,0.17,0.56,4.3,1.38,,,,0.0054,0.037,0.025,0.015,,,,,6.0,0.033,0.044,0.015,0.062,,,,,,0.002,0.037,,0.34,
13997,38.8,1.11,7.88,0.31,0.37,7.4,3.48,,0.3,,,,,,,,,,40.0,0.088,,0.054,,,,,,,,,,1.0,1.15
13999,59.5,0.7,11.6,0.26,0.52,9.89,2.61,0.072,0.073,0.69,0.0077,0.02,0.026,0.018,0.0043,0.0041,0.0035,0.0034,14.5,0.059,0.023,0.021,0.054,0.0035,0.0035,0.0035,0.0035,0.0036,0.0037,0.018,33.2,0.18,6.83
13038,102.0,0.23,24.4,0.21,0.22,20.7,5.35,0.2,0.5,1.9,0.0026,0.0092,0.039,0.0074,,2e-05,2e-05,,4.44,0.043,0.017,0.0074,0.051,,,,,0.00033,0.00033,0.014,,0.11,0.2
13048,118.8,0.39,29.2,0.05,0.56,28.7,,,,,0.001,,,,,,,,145.0,0.027,0.014,0.01,0.025,,,,,,,0.012,,0.21,0.3
13108,102.0,0.5,23.9,0.092,0.35,23.1,6.07,,0.1,,,,,,,,,,18.0,0.05,0.068,0.005,,,,,,,,,20.0,0.13,0.1
13109,66.0,0.5,15.3,0.08,0.27,14.6,3.32,0.1,0.1,0.5,,0.0018,0.0098,0.013,,5.6e-05,7.5e-05,,6.2,0.04,0.037,0.016,0.012,,,,,0.0016,0.0029,0.019,20.0,0.14,0.1
13128,15.2,0.72,2.8,0.12,0.3,1.66,,,,,0.003,,,,,,,,17.0,0.12,0.028,0.01,0.057,,,,,,,0.024,,0.34,
13129,65.2,0.32,14.9,0.48,0.3,14.3,3.1,0.2,0.2,,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,,4.7,0.04,0.14,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,3.6,0.09,20.0
13151,65.1,0.5,15.1,0.08,0.26,14.3,3.01,0.1,0.1,,,,,,,,,,3.8,0.04,0.064,0.1,0.1,,,,,,,,20.0,0.12,
13152,81.1,0.32,19.5,0.2,0.25,16.6,3.58,0.2,0.46,,0.0029,,,,,,,,4.0,0.04,0.028,,,0.006,,,,0.00063,0.00081,0.0095,3.6,0.15,20.0
13153,58.9,0.5,13.4,0.3,0.25,11.3,3.0,0.2,0.2,0.6,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,6.2,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,20.0,0.05,20.0
13154,74.3,0.41,16.9,0.56,0.43,15.8,2.7,0.2,0.2,,,,,,,,,,5.0,0.03,0.12,,,0.006,,,,,,,3.6,0.18,20.0
13175,90.5,0.5,21.0,0.5,0.36,17.5,3.3,0.2,0.2,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,4.7,0.06,,,,0.008,0.01,0.01,0.01,0.01,0.01,0.01,3.6,0.1,20.0
13176,49.1,0.26,11.2,0.36,0.28,11.0,,,,,0.007,,,,,,,,5.0,0.035,0.058,0.014,0.1,,,,,0.001,0.002,0.048,,0.19,
13185,80.1,0.25,18.6,0.15,0.22,16.7,4.25,0.072,0.19,0.82,0.0038,0.0054,0.017,0.0074,,0.0021,0.0021,,7.87,0.046,0.03,0.0075,0.017,0.0027,0.0027,0.0027,0.0027,0.0025,0.0028,0.011,9.68,0.092,3.72
13187,56.4,1.13,11.7,0.3,0.25,11.7,2.79,0.1,0.1,,,,,,,,,,4.3,0.04,,,,,,,,,,,20.0,0.1,
13998,108.5,0.8,25.1,0.54,0.29,25.1,5.17,,0.22,,0.01,0.01,0.01,0.01,,,0.01,,25.6,0.074,0.051,0.26,0.2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.71,0.88
13704,69.0,0.5,16.2,0.25,0.35,15.3,7.1,0.1,0.1,0.42,,,,,,,,,16.0,0.04,,,,0.003,,,,,,,1.8,0.13,10.0
13705,68.0,0.25,16.2,0.25,0.13,13.2,5.42,0.1,2.19,0.21,,,,,,,,,11.6,0.07,,,,0.01,,,,,,,5.24,0.11,
13706,76.1,0.5,17.4,0.5,0.25,13.8,5.7,0.2,2.7,0.21,,,,,,,,,13.0,0.07,,,,0.03,,,,,,,5.95,0.08,
13707,79.7,0.5,18.3,0.5,0.2,14.3,5.98,0.2,2.78,,,,,,,,,,11.0,0.05,,,,0.03,,,,,,,6.25,0.072,
13708,64.1,0.5,14.4,0.5,0.25,12.2,5.0,0.2,1.4,0.21,,,,,,,,,9.5,0.07,,,,0.006,,,,,,,4.14,0.15,
13709,60.5,0.5,14.5,0.061,0.21,12.3,5.12,0.2,1.3,,0.002,,,,,,,,8.18,0.055,0.009,0.012,0.028,0.006,,,,,,0.006,4.05,0.13,
13712,63.1,0.94,13.7,0.5,0.5,13.3,4.09,0.2,0.2,0.39,,,,,,,,,18.0,0.04,,,,0.006,,,,,,,4.63,0.12,20.0
13713,59.6,0.81,14.0,0.043,0.43,14.0,4.21,0.2,0.2,,,,,,,,,,14.3,0.036,0.003,0.021,0.01,0.006,,,,,,0.003,4.45,0.1,20.0
13714,71.3,0.5,16.2,0.5,0.35,15.3,7.1,0.2,0.2,0.42,,,,,,,,,16.0,0.04,,,,0.006,,,,,,,3.6,0.13,20.0
13715,72.1,0.29,16.6,0.5,0.35,15.1,7.06,0.2,0.084,,,,,,,,,,11.3,0.036,,,,0.006,,,,,,,3.6,0.11,20.0
13716,60.9,0.5,13.6,0.5,0.25,12.8,4.07,0.2,0.2,,,,,,,,,,11.0,0.04,,,,0.006,,,,,,,18.0,0.19,20.0
13717,60.9,0.5,13.6,0.5,0.31,12.6,4.03,0.2,0.2,,,,,,,,,,10.3,0.033,,,,0.006,,,,,,,18.0,0.19,20.0
13718,70.1,0.5,15.9,0.5,0.25,15.9,5.79,0.2,0.2,,,,,,,,,,6.4,0.04,,,,0.006,,,,,,,13.1,0.13,20.0
13719,66.7,0.5,16.0,0.078,0.22,15.7,5.78,0.2,0.2,,0.003,,,,,,,,5.77,0.033,0.009,0.013,0.04,0.006,,,,,,0.005,13.9,0.12,20.0
13730,61.7,0.5,13.8,0.5,0.25,13.1,4.5,0.2,0.5,0.46,,,,,,,,,10.0,0.05,,,,0.006,,,,,,,13.1,0.13,20.0
13731,58.0,0.31,14.1,0.038,0.22,12.9,4.46,0.2,0.5,,,,,,,,,,9.57,0.038,0.003,0.012,0.015,0.006,,,,,,0.003,13.2,0.13,20.0
13734,64.9,0.5,13.9,0.4,0.25,11.5,3.67,0.1,0.1,1.1,,,,,,,,,8.8,0.05,,,,,,,,,,,20.0,0.05,
13735,60.3,0.3,14.5,0.12,0.16,12.1,4.4,0.2,0.78,,,,,,,,,,5.0,0.049,0.002,0.006,0.007,,,,,,,0.001,,0.28,
13001,239.0,2.88,59.1,0.5,2.51,34.3,16.0,0.2,0.2,22.6,0.05,0.06,0.09,0.12,0.01,0.01,0.01,,71.0,0.45,0.19,0.12,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.13,20.0,1.4,20.0
