id,canonical_food_id,cultivar_name,synonyms,notes,created_at,updated_at,density_g_per_ml,grams_per_unit
162,1059,Rose de Berne,,"Tomate suisse rose, taille moyenne, chair fondante et parfumée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
191,1059,Rutgers,,"Tomate classique américaine, rouge, chair ferme, idéale en sauce",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
182,1059,Sakura,,"Tomate cerise rouge en grappe, très sucrée, production longue",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
56,1059,San Marzano,"{""San Marzano DOP""}","Variété italienne allongée, référence pour la sauce tomate napolitaine",2025-10-03 13:56:34.934502+00,2025-10-07 14:22:20.970764+00,,
185,1059,Santa,,"Tomate allongée rouge, chair ferme, idéale en sauce",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
172,1059,Striped Cavern,,"Tomate creuse rayée, idéale à farcir, forme originale",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
161,1059,Striped German,,"Grosse tomate bicolore rouge-jaune, chair marbrée, très savoureuse",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
166,1059,Sun Gold,,"Tomate cerise dorée, exceptionnellement sucrée, très productive",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
177,1059,Supersteak,"{""Super Steak""}","Très grosse tomate rouge, chair ferme, excellente productivité",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
160,1059,White Beauty,"{""Beauté Blanche""}","Tomate blanc-crème, chair douce et peu acide, rare",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
169,1059,Yellow Brandywine,,"Variante jaune de Brandywine, chair fondante, saveur douce et fruitée",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
155,1059,Yellow Pear,"{""Poire Jaune""}","Petite tomate jaune en forme de poire, sucrée et productive",2025-10-03 14:05:46.466433+00,2025-10-07 14:22:20.970764+00,,
1266,2002,Angus,"{""Aberdeen Angus"",""Black Angus européen""}","Race écossaise, viande très persillée et tendre, référence mondiale",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1258,2002,Aubrac,"{""Aubrac beef""}","Race de montagne, viande persillée, Label Rouge Bœuf Fermier Aubrac",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1261,2002,Bazadaise,{Bazadais},"Race du Bazadais, viande goûteuse, IGP",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1276,2002,Black Angus USA,"{""Certified Angus Beef"",CAB}","Angus américain, viande persillée de qualité certifiée",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1272,2002,Blanc Bleu Belge,"{BBB,""Belgian Blue""}","Race belge hyper-musclée, viande très maigre",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1256,2002,Blonde d'Aquitaine,"{Blonde,""Aquitaine blonde""}","Grande race du Sud-Ouest, viande maigre et savoureuse, Label Rouge",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1277,2002,Brahman,"{Brahma,Zebu}","Race américaine à bosse, résistante à la chaleur",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1254,2002,Charolaise,"{Charolais,""Charolais beef""}","Race française emblématique, viande rouge maigre et tendre, Label Rouge",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1271,2002,Chianina,"{""Chianina beef""}","Grande race italienne, viande maigre pour bistecca fiorentina",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1273,2002,Galloway,"{""Galloway beef"",""Belted Galloway""}","Race écossaise rustique, viande persillée",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1263,2002,Gasconne,"{""Gasconne des Pyrénées""}","Race rustique des Pyrénées, viande fine",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1267,2002,Hereford,"{""Hereford beef""}","Race anglaise, viande marbrée de qualité",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1268,2002,Highland,"{""Highland cattle"",""Vache des Highlands""}","Race écossaise rustique, viande maigre et savoureuse",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1275,2002,Kobe,"{""Kobe beef"",""Bœuf de Kobe""}","Wagyu de la région de Kobe, viande ultra-premium, persillage exceptionnel",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1255,2002,Limousine,"{Limousin,""Limousin beef""}","Viande persillée de qualité, AOP/IGP, très réputée en France",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1260,2002,Maine-Anjou,"{""Rouge des Prés Maine-Anjou""}","Grande race de l'Ouest, viande tendre et juteuse",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1265,2002,Montbéliarde,"{""Montbéliarde viande""}","Race mixte, viande de qualité du Jura",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1264,2002,Normande,"{""Normande viande""}","Race mixte, viande savoureuse, élevage traditionnel normand",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1259,2002,Parthenaise,{Parthenais},"Race des Deux-Sèvres, viande fine et marbrée",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1270,2002,Piedmontese,"{Piemontese,Piémont}","Race italienne, viande très maigre et tendre, mutation myostatine",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1262,2002,Rouge des Prés,{Rouge},Viande persillée de qualité,2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1257,2002,Salers,"{""Salers beef""}","Race rustique d'Auvergne, viande goûteuse, AOP Salers",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1269,2002,Simmental,"{Simmentaler,""Pie Rouge""}","Race suisse, viande de qualité, très répandue",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1278,2002,Texas Longhorn,{Longhorn},"Race américaine historique, viande maigre",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1274,2002,Wagyu,"{""Wagyu beef"",""Bœuf japonais""}","Race japonaise premium, persillage intense (marbling), texture fondante",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
580,2003,Batavia,,"Brocoli précoce à jets, production longue, résistant",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
578,2003,Belstar,,"Brocoli hybride vert, grosse pomme, résistant chaleur",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
575,2003,Calabrese,{Calabrais},"Brocoli italien vert, grosse pomme centrale, repousses latérales",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
583,2003,Di Cicco,,"Brocoli italien hâtif, pomme moyenne, nombreux jets latéraux",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
581,2003,Green Magic,,"Brocoli hybride vert foncé, pomme serrée, uniforme",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
579,2003,Marathon,,"Brocoli tardif, grosse pomme compacte, bonne conservation",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
577,2003,Purple Sprouting,"{""À Jets Pourpres""}","Brocoli d'hiver pourpre, nombreux jets latéraux, résiste au gel",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
576,2003,Romanesco,"{""Chou Romanesco""}","Brocoli vert-jaune en spirales fractales, saveur douce de noisette",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
584,2003,Rudolph,,"Brocoli violet d'automne, jets pourpres, résistant au froid",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
582,2003,Waltham 29,,"Brocoli américain résistant au froid, production abondante",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
1297,2005,Barbarie,"{""Canard de Barbarie"",""Muscovy duck""}","Canard d'Amérique du Sud, chair ferme, moins gras",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1296,2005,Mulard,"{""Canard Mulard"",""Mule duck""}","Hybride (Barbarie × Pékin), élevé pour le foie gras et les magrets",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
1298,2005,Pékin,"{""Canard de Pékin"",""Pekin duck""}","Race chinoise, chair grasse, base du canard mulard",2025-10-04 12:49:31.810978+00,2025-10-07 14:22:20.970764+00,,
590,2009,Amazing,,"Chou-fleur blanc précoce, pomme bien protégée par feuilles",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
596,2009,Bok Choy,"{""Pak Choï""}","Chou chinois à pétioles blancs, feuilles vertes, croquant",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
559,2009,Brunswick,,"Gros chou blanc plat, résistant au froid, bonne conservation",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
553,2009,Cabus Blanc,"{""Chou Cabus""}","Chou blanc pommé classique, feuilles serrées, excellent pour choucroute",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
586,2009,Cheddar,,"Chou-fleur orange vif, saveur douce, 25x plus de bêta-carotène",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
602,2009,Choy Sum,"{""Chou à Fleurs""}","Chou chinois tiges tendres, fleurs jaunes comestibles, doux",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
556,2009,Cœur de Bœuf,"{""Pointu de Châteaurenard""}","Chou pointu vert tendre, feuilles fines, saveur douce",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
558,2009,Copenhagen Market,,"Chou blanc rond précoce, pomme compacte, saveur douce",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
562,2009,Deadon,,"Chou rouge tardif, bonne conservation, saveur marquée",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
593,2009,Depurple,,"Chou-fleur violet, pomme ferme, devient vert à la cuisson",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
567,2009,Diablo,,"Choux de Bruxelles hybride, pommes fermes uniformes, résistant",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
572,2009,Evesham Special,,"Choux de Bruxelles britannique, pommes moyennes, saveur douce",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
574,2009,Falstaff,,"Choux de Bruxelles rouge-pourpre, pommes fermes, décoratif",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
557,2009,Filderkraut,,"Chou allemand pointu blanc, feuilles tendres, excellent cuit",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
591,2009,Fremont,,"Chou-fleur blanc d'automne, grosse pomme, résistant",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
561,2009,Golden Acre,"{""Acre Doré""}","Petit chou blanc précoce, pomme ronde compacte",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
589,2009,Graffiti,,"Chou-fleur violet foncé, pomme compacte, décoratif",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
571,2009,Groninger,,"Choux de Bruxelles hollandais, pommes fermes, rustique",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
569,2009,Igor,,"Choux de Bruxelles tardif, pommes fermes, excellente saveur",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
560,2009,January King,"{""Roi de Janvier""}","Chou pommé vert-pourpre d'hiver, très rustique, résiste au gel",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
601,2009,Kai Lan,"{""Brocoli Chinois""}","Chou chinois à tiges épaisses, feuilles lisses, saveur douce",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
599,2009,Komatsuna,"{""Moutarde Épinard""}","Chou japonais à feuilles lisses, saveur douce, résiste au froid",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
565,2009,Long Island,"{""Long Island Improved""}","Choux de Bruxelles verts, pommes fermes, très productif",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
573,2009,Maximus,,"Choux de Bruxelles grosses pommes, très productif",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
600,2009,Mizuna,"{""Moutarde du Japon""}","Chou japonais à feuilles découpées, légèrement piquant",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
570,2009,Nautic,,"Choux de Bruxelles résistant, pommes vertes compactes",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
597,2009,Pak Choï Shanghai,,"Petit bok choy vert clair, pétioles verts, très tendre",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
595,2009,Pe-Tsaï,"{""Chou de Pékin"",Napa}","Chou chinois allongé, feuilles tendres, saveur douce",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
563,2009,Précoce de Louviers,,"Chou blanc précoce français, pomme moyenne, tendre",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
587,2009,Purple Sicily,"{""Violette de Sicile""}","Chou-fleur violet italien, saveur douce, riche en antioxydants",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
555,2009,Quintal d'Alsace,,"Gros chou blanc d'hiver, très productif, idéal choucroute",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
588,2009,Romanesco Veronica,,"Chou-fleur romanesco vert en spirales, saveur de noisette",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
554,2009,Rouge Red Drumhead,"{""Tête Rouge""}","Chou rouge pommé, feuilles pourpres, croquant, riche en antioxydants",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
566,2009,Rubine,"{""Red Rubine""}","Choux de Bruxelles rouges, pommes pourpres, décoratifs",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
585,2009,Snowball,"{""Boule de Neige""}","Chou-fleur blanc classique, pomme compacte, saveur douce",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
598,2009,Tatsoi,"{""Moutarde en Rosette""}","Chou asiatique en rosette, feuilles rondes vert foncé, doux",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
568,2009,Trafalgar,,"Choux de Bruxelles précoce, pommes moyennes, productif",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
592,2009,Verde di Macerata,,"Chou-fleur italien vert pâle, saveur délicate",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
564,2009,Vertus,,"Chou blanc d'hiver tardif, très résistant au froid",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
594,2009,Vitaverde,,"Chou-fleur vert vif, texture fine, saveur douce",2025-10-03 18:14:34.631126+00,2025-10-07 14:22:20.970764+00,,
1215,2012,Dwarf Blue Curled,"{""Nain Bleu Frisé""}","Kale compact 30cm feuilles bleu-vert frisées, texture tendre, saveur douce, idéal potager petit",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1209,2012,Lacinato,"{""Kale Toscan"",""Cavolo Nero""}","Kale italien feuilles vert foncé gaufrées allongées, texture tendre, saveur douce noisette",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1218,2012,Premier,"{""Kale Premier""}","Kale hybride feuilles vert foncé lisses, texture tendre fondante, saveur très douce, croissance rapide",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1216,2012,Rainbow Lacinato,"{""Lacinato Arc-en-Ciel""}","Kale toscan nervures multicolores rose-violet-orange, feuilles gaufrées, saveur douce, très décoratif",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1211,2012,Redbor,"{""Kale Pourpre Frisé""}","Kale feuilles pourpre-violet frisées, texture tendre, saveur douce légèrement sucrée, décoratif",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1214,2012,Russian Red,"{""Rouge de Russie""}","Kale feuilles vert-gris nervures rouges, texture tendre, saveur douce légèrement poivrée",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1212,2012,Scarlet,"{""Kale Rouge""}","Kale feuilles rouge brillant frisées, texture croquante, saveur douce fruitée, riche anthocyanes",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1213,2012,Siberian,"{""Kale de Sibérie""}","Kale russe feuilles vert-gris lisses, texture tendre douce, saveur délicate, très résistant froid -20°C",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1217,2012,Vates,"{""Kale Vates""}","Kale américain compact feuilles vert-bleu frisées, texture tendre, saveur douce, résistant gel",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1210,2012,Winterbor,"{""Kale Frisé Vert""}","Kale allemand feuilles très frisées vert vif, texture croquante, saveur douce, résistant -15°C",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1219,2017,Azur Star,"{""Étoile Azur""}","Chou-rave peau bleu-violet, chair blanche croquante, saveur douce sucrée, excellente qualité",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1223,2017,Kolibri,{Colibri},"Chou-rave hybride peau pourpre foncé, chair blanche très tendre, saveur douce sucrée, résistant montée",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1221,2017,Purple Vienna,"{""Violet de Vienne""}","Chou-rave peau pourpre brillante, chair blanche juteuse, saveur douce légèrement piquante",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1222,2017,Superschmelz,"{""Super Fondant""}","Chou-rave géant allemand 10kg, peau vert clair, chair blanche tendre, saveur douce, ne devient pas fibreux",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
1220,2017,White Vienna,"{""Blanc de Vienne""}","Chou-rave autrichien peau vert pâle, chair blanche tendre, saveur douce délicate, croissance rapide",2025-10-03 18:44:53.982992+00,2025-10-07 14:22:20.970764+00,,
551,2018,Ciboule Blanche Hâtive,"{""Oignon Botte""}","Ciboule blanche précoce, feuilles et bulbes comestibles",2025-10-03 18:13:30.338824+00,2025-10-07 14:22:20.970764+00,,
552,2018,Ciboule Rouge,"{""Welsh Onion""}","Ciboule vivace à base rouge, feuilles tubulaires, saveur douce",2025-10-03 18:13:30.338824+00,2025-10-07 14:22:20.970764+00,,
549,2018,Ciboulette Chinoise,"{""Ciboule de Chine"",""Ail Chinois""}","Feuilles plates larges, saveur d'ail doux, fleurs blanches",2025-10-03 18:13:30.338824+00,2025-10-07 14:22:20.970764+00,,
548,2018,Ciboulette Fine,"{""Ciboulette Commune""}","Ciboulette classique à fines feuilles tubulaires, saveur douce",2025-10-03 18:13:30.338824+00,2025-10-07 14:22:20.970764+00,,
550,2018,Civette,"{""Ciboulette Sauvage""}","Ciboulette sauvage très fine, saveur prononcée, rustique",2025-10-03 18:13:30.338824+00,2025-10-07 14:22:20.970764+00,,
386,2020,Baby Boo,,"Mini citrouille blanche, 8-10 cm, décorative et comestible",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
391,2020,Big Max,,"Très grosse citrouille rose-orange, peut atteindre 50 kg",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
389,2020,Lumina,,"Citrouille blanche fantôme, chair orange, décorative",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
397,2022,Armenian,"{""Serpent Arménien""}","Concombre long et courbé vert clair strié, très doux",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
399,2022,Crystal Lemon,,"Concombre rond blanc-crème, chair douce, peu de pépins",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
393,2022,Lemon,{Citron},"Concombre rond jaune citron, chair douce et croquante",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
394,2022,Long Vert Maraîcher,,"Concombre français long vert foncé, chair ferme",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
392,2022,Marketmore,,"Concombre vert foncé classique, chair croquante, résistant",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
398,2022,Tanja,,"Concombre mini, 10-12 cm, sans amertume, idéal snacking",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
401,2022,Telegraph Improved,,"Concombre anglais long lisse, peau fine, peu de pépins",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
396,2023,Fin de Meaux,,"Cornichon fin allongé, excellent pour pickles",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
400,2023,National Pickling,,"Cornichon américain pour pickles, chair croquante",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
395,2023,Vert Petit de Paris,,"Cornichon français classique, petits fruits croquants",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
357,2024,Acorn,{Poivrée},"Courge en forme de gland verte, chair orange, saveur de noisette",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
356,2024,Delicata,"{""Poire de Bohème""}","Courge allongée rayée crème-vert, chair crémeuse, peau comestible",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
366,2024,Galeux d'Eysines,,"Courge rose-orange verruqueuse, chair orange épaisse et sucrée",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
359,2024,Hubbard Blue,"{""Blue Hubbard""}","Grosse courge bleue-grise bosselée, chair orange, excellente conservation",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
358,2024,Kabocha,"{""Potimarron Japonais""}","Courge japonaise vert foncé, chair orange dense et sucrée",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
364,2024,Longue de Nice,,"Courge musquée allongée beige, chair orange ferme et sucrée",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
360,2024,Marina di Chioggia,,"Grosse courge italienne bosselée vert-gris, chair jaune-orange dense",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
352,2024,Musquée de Provence,"{""Muscade de Provence""}","Grosse courge côtelée orange-brun, chair orange ferme, très sucrée",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
365,2024,Ponca,,"Petite courge butternut, chair orange sucrée, portion individuelle",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
363,2024,Queensland Blue,,"Courge australienne bleue côtelée, chair orange épaisse",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
354,2024,Rouge Vif d'Étampes,,"Grosse courge plate rouge-orange, côtelée, chair jaune-orange",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
353,2024,Sucrine du Berry,,"Petite courge ronde beige, chair orange sucrée, portion individuelle",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
355,2024,Sweet Dumpling,,"Petite courge rayée crème-vert, chair orange sucrée, décorative",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
361,2024,Turban Turc,"{""Giraumon Turban""}","Courge turban multicolore, forme originale, décorative et comestible",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
362,2024,Waltham Butternut,,"Courge butternut allongée beige, chair orange, très productive",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
369,2026,Blanche de Virginie,,"Courgette blanche allongée, chair blanche tendre, saveur douce",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
378,2026,Cocozelle,,"Courgette italienne striée vert-blanc, chair ferme",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
370,2026,Costata Romanesco,,"Courgette italienne côtelée verte, chair ferme, saveur prononcée",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
375,2026,Dundoo,,"Courgette vert moyen, très productive, résistante",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
374,2026,Eight Ball,,"Courgette ronde vert foncé, chair ferme, portion individuelle",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
373,2026,Geode,,"Courgette ronde verte, compacte, idéale petit jardin",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
368,2026,Gold Rush,"{""Golden Rush""}","Courgette jaune dorée allongée, chair tendre, très productive",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
381,2026,Magda,,"Courgette polonaise claire mouchetée, chair tendre",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
379,2026,Pâtisson Blanc,"{""Custard White""}","Courge blanche plate festonnée, chair tendre, décorative",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
380,2026,Pâtisson Jaune,,"Courge jaune plate festonnée, chair tendre et sucrée",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
367,2026,Ronde de Nice,,"Courgette ronde vert clair, idéale à farcir, chair tendre",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
376,2026,Soleil,,"Courgette jaune vif, chair tendre et sucrée",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
372,2026,Striped Zucchini,{Zébrée},"Courgette rayée vert clair-foncé, chair tendre, décorative",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
377,2026,Tromboncino,{Zucchetta},"Courgette grimpante en forme de trombone, chair ferme",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
371,2026,Verte des Maraîchers,"{""Black Beauty""}","Courgette verte foncée classique, très productive, chair tendre",2025-10-03 14:13:12.543222+00,2025-10-07 14:22:20.970764+00,,
1153,2030,Blanc Nacré,,"Crosne sélection française, peau blanche nacrée brillante, chair très croquante douce, excellente qualité",2025-10-03 18:41:01.751923+00,2025-10-07 14:22:20.970764+00,,
1149,2030,Commun du Japon,"{""Crosne du Japon""}","Crosne classique tubérisé spirale, peau nacrée, chair croquante sucrée, saveur artichaut-noisette",2025-10-03 18:41:01.751923+00,2025-10-07 14:22:20.970764+00,,
1150,2030,Géant,"{""Grand Crosne""}","Crosne grande taille tubérisé, chair ferme croquante, saveur douce noisette, meilleur rendement",2025-10-03 18:41:01.751923+00,2025-10-07 14:22:20.970764+00,,
1151,2030,Précoce,"{""Crosne Hâtif""}","Crosne maturation précoce, tubercules réguliers, chair tendre douce, récolte octobre-février",2025-10-03 18:41:01.751923+00,2025-10-07 14:22:20.970764+00,,
1152,2030,Tardif d'Hiver,"{""Crosne d'Hiver""}","Crosne maturation tardive, tubercules gros spirales, chair ferme sucrée, récolte décembre-mars",2025-10-03 18:41:01.751923+00,2025-10-07 14:22:20.970764+00,,
524,2031,Ambition,,"Échalote longue cuivrée, chair ferme, bonne conservation",2025-10-03 18:13:30.338824+00,2025-10-07 14:22:20.970764+00,,
518,2031,Griselle,,"Échalote grise allongée, chair ferme, saveur fine et aromatique",2025-10-03 18:13:30.338824+00,2025-10-07 14:22:20.970764+00,,
522,2031,Jermor,,"Échalote demi-longue cuivrée, rustique, très productive",2025-10-03 18:13:30.338824+00,2025-10-07 14:22:20.970764+00,,
